#Protein	         CTR	         STS	        METF	    STSMETF
Q6A028  	    -1.21354	    0.540032	    0.326019	   0.347487
Q6A037  	    -1.34416	    0.287019	    0.170557	   0.886582
Q6A070-2	   -0.647234	   -0.444084	      1.3399	  -0.248586
Q6DFV1  	    0.771104	    0.599573	   -0.747498	  -0.623179
Q6DFV5  	     0.22267	  0.00660888	      1.0704	   -1.29968
Q6DFW4  	   -0.208966	    -1.43237	    0.771129	    0.87021
Q6DFW5  	   -0.541558	   -0.105644	     1.12025	  -0.473042
Q6DFX2  	    -1.08517	    -0.44291	    0.362917	    1.16516
Q6DFZ1  	    0.863034	    0.580065	   -0.811008	  -0.632091
Q6DI86-3	   -0.767766	   0.0802972	     1.38174	  -0.694275
Q6DID3  	   -0.887962	   -0.114841	    0.439867	   0.562936
Q6DVA0  	    -1.05495	   -0.236265	    0.472207	   0.819003
Q6EJB6  	  -0.0581832	    0.698517	    -1.50636	   0.866029
Q6GQT6  	   -0.386814	     1.02092	    0.456948	   -1.09106
Q6GQT9  	   -0.262957	    -1.04781	  -0.0213495	    1.33212
Q6GTM0  	   -0.996257	     1.37711	   -0.441658	  0.0608051
Q6GV12  	   -0.956513	     0.38825	    0.239871	   0.328392
Q6IR34-2	    -0.46594	     0.78021	   -0.256253	 -0.0580175
Q6IRU2  	    0.390002	    -1.18597	     0.71148	  0.0844892
Q6KAU4  	  -0.0157532	    0.771753	    0.148027	  -0.904027
Q6NS46  	   0.0165461	    -1.55122	    0.712194	   0.822477
Q6NSQ9  	    0.197231	    -1.15051	   -0.193117	     1.1464
Q6NSR8  	   -0.345045	    0.186114	   -0.773717	   0.932648
Q6NSU3  	   -0.218094	    0.496547	   -0.860009	   0.581556
Q9JJ11-2	    0.742199	   -0.492709	    0.218403	  -0.467893
Q6NV83-2	    0.319216	    -1.27574	    0.312574	    0.64395
Q9Z280-2	     0.42651	    0.580825	    0.582601	   -1.58994
Q6NVG1  	    0.495001	    0.418945	     0.61102	   -1.52497
Q6NWV3  	  -0.0587065	    0.704327	   -0.896619	   0.250998
Q6NXI6-2	    -1.16366	    0.225732	   0.0476723	   0.890252
Q6NXJ0  	    0.265118	     0.10312	    -1.27339	   0.905148
Q6NXL1  	    0.337045	      0.4737	    -1.30802	   0.497278
Q6NZB0  	    -1.29563	   -0.119807	    0.421846	   0.993594
Q6NZF1  	    0.101324	    -1.12565	    0.192838	   0.831488
Q6NZQ2  	   0.0121751	    -1.11504	     0.33574	   0.767127
Q6NZQ4  	    0.487887	   0.0636078	    0.599328	   -1.15082
Q6NZR2  	    0.521952	    0.259489	    0.503004	   -1.28444
Q6NZR5  	   -0.698412	   -0.793883	    0.788091	   0.704204
Q6P1F6  	     1.07066	    -1.39946	    0.127229	   0.201574
Q9WVL6  	    0.116298	   -0.915362	    0.838614	 -0.0395491
Q6P1H6  	   -0.563444	   -0.749974	   0.0867428	    1.22668
Q6P3A8-2	    -1.11712	    0.328854	    0.654125	   0.134136
Q6P3D0  	   -0.564647	   -0.636275	      1.6127	  -0.411774
Q6P4T2  	     1.05798	    -1.36317	  -0.0450151	     0.3502
Q6P4T3  	   -0.253815	    -1.09551	     1.15858	   0.190738
Q6P542  	    0.708377	     -1.3664	  -0.0351072	   0.693135
Q6P549  	  -0.0382935	    -1.03411	   0.0708778	    1.00153
Q6P5B0  	    0.143601	    -1.59029	    0.837652	   0.609036
Q6P5B5  	     -0.2098	    -1.05048	    0.527495	   0.732782
Q6P5C5  	    -1.14763	  -0.0748671	    0.567015	   0.655487
Q6P5D3-3	    -1.24281	    -0.23022	     1.07241	   0.400623
Q6P5E4  	   -0.432625	    -1.35776	    0.846523	   0.943865
Q6P5E6  	    -1.18687	      0.1356	    0.971896	    0.07937
Q6P5F9  	    0.267599	     -1.4309	    0.378617	   0.784684
Q6P5H2-2	     1.29738	    0.197124	    -0.52021	  -0.974297
Q6P6J9  	    0.910604	    0.290795	  -0.0423642	   -1.15904
Q6P6L6  	   -0.164719	    -1.19767	    0.421024	    0.94137
Q6P7W5  	   -0.136773	   -0.880795	  -0.0680827	    1.08565
Q6P8I4  	   -0.597672	   0.0520718	    0.607094	 -0.0614931
Q6P8M1-2	    -1.22432	    0.305276	    0.604414	   0.314632
Q6P8X1  	   -0.420889	   0.0316139	   -0.978336	    1.36761
Q6P9L6  	     0.75117	   0.0951078	   -0.412051	  -0.434226
Q6P9P6  	    0.880792	    0.266704	    0.370786	   -1.51828
Q6P9Q4  	  -0.0786763	    0.557053	     -1.1982	    0.71982
Q6P9Q6  	    0.451803	   -0.643483	   -0.629395	   0.821076
Q6P9R1  	     0.31741	    -1.34438	    0.114697	   0.912276
Q6P9R2  	    -0.73457	    -0.46375	   0.0909991	    1.10732
Q6P9Z1  	     1.04015	    0.167584	    -0.59739	   -0.61034
Q6PA06  	  -0.0860235	    -1.21356	    0.912664	   0.386918
Q6PAC3  	   -0.163241	    -1.38714	    0.493966	    1.05642
Q6PAL0  	    0.678112	    0.541396	    -1.37672	   0.157209
Q6PAL7  	    0.202998	    0.176596	    -0.79666	   0.417066
Q6PAL8  	    0.189638	    0.503586	   -0.929149	   0.235925
Q6PAM1  	    0.606362	    0.665931	   -0.453838	  -0.818456
Q6PAR5  	    0.112682	    -1.20304	   -0.134519	    1.22488
Q6PAV2-2	    0.635563	    -1.10817	   0.0829045	   0.389704
Q6PB44-2	   -0.939258	   -0.371905	   -0.105586	    1.41675
Q6PB66  	   -0.793788	    -1.09752	     1.13626	   0.755052
Q6PCM2-2	    -1.04999	   -0.044086	    0.404163	   0.689915
Q6PD03  	    -1.39426	    0.582007	   -0.143286	   0.955535
Q6PD28  	     -1.3316	    0.492816	    0.358018	    0.48077
Q6PD31-2	   -0.838596	     1.01974	    0.632802	  -0.813947
Q6PDI5-2	   -0.760956	    -1.00574	    0.710661	    1.05604
Q6PDL0  	    -1.23094	  -0.0190467	    0.256341	    0.99365
Q6PE15  	   -0.590185	   -0.495649	    0.742839	   0.342995
Q6PEE3  	   -0.490045	   -0.838462	   0.0856218	    1.24288
Q6PER3  	     -0.5441	    -1.03939	     1.01882	    0.56467
Q6PF96  	   -0.207072	     1.08349	   -0.848637	 -0.0277826
Q8VE37  	  -0.0560428	    -1.27085	    0.420522	   0.906368
Q6PFD6  	    0.214514	    0.125751	    0.829238	    -1.1695
Q6PFD9  	    0.541037	    -1.10143	   -0.352592	    0.91299
Q6PFH3  	    0.888119	     -1.1086	   -0.423778	   0.644263
Q6PGB6-2	    0.984857	    -1.05299	   -0.361915	   0.430049
Q6PGC1  	    -1.08757	   -0.754726	    0.897517	   0.944782
Q6PGF5  	   -0.177663	    -1.43428	     1.02155	   0.590389
Q6PGF7  	   -0.535668	    -1.09338	    0.413182	    1.21587
Q6PGG6  	    0.539044	  -0.0644057	   -0.520041	  0.0454027
Q6PGL7  	    -1.13571	   -0.523747	    0.348795	    1.31066
Q6PIJ4  	    0.883888	    -1.39935	    0.207732	    0.30773
Q6PIP5  	   -0.643716	   -0.858982	    0.289204	    1.21349
Q6PIU9  	   -0.235163	   -0.282213	    -0.75699	    1.27437
Q6PNC0  	   -0.453257	    0.500757	    0.775686	  -0.823186
Q6PR54-2	     1.13808	    0.382797	   -0.877835	  -0.643046
Q6Q899  	   -0.789244	     1.34227	   -0.915219	   0.362192
Q6QI06  	     0.27228	    0.168733	    0.857219	   -1.29823
Q6SKR2  	   -0.972895	    0.165768	  0.00694839	   0.800179
Q6TXD4  	    0.202275	  -0.0367749	    0.944903	    -1.1104
Q6VN19  	     1.18159	    0.222275	    -1.01028	  -0.393583
Q6WKZ8-2	    0.498108	    -1.55273	     0.66027	   0.394356
Q6XLQ8  	 -0.00552823	    -1.15881	   -0.189293	    1.35363
Q6Y5D8  	 -0.00203053	     1.03399	   -0.386126	  -0.645837
Q6YGZ1  	   -0.596244	     1.16469	   -0.349913	  -0.218534
Q6ZPJ3  	    0.226085	    -1.34047	   0.0859298	    1.02846
Q6ZPR5-3	   -0.774525	   -0.378047	    0.629064	   0.523508
Q6ZPR6-2	    -1.02508	    0.136374	    0.760648	    0.12806
Q6ZPS6  	    0.832784	    0.764232	   -0.928401	  -0.668614
Q6ZPT1  	     1.06116	   0.0752494	    0.178947	   -1.31536
Q6ZQ03  	    0.935733	    0.428281	   -0.272998	   -1.09102
Q6ZQ08  	     0.11423	    -1.31005	    0.292482	   0.903342
Q6ZQ73  	     1.40301	  -0.0816725	   -0.609468	  -0.711868
Q6ZQB6-3	    0.142678	    0.297483	    0.691991	   -1.13215
Q6ZQF0  	      1.0188	    0.365799	   -0.269119	   -1.11548
Q6ZQI3  	   -0.118899	  -0.0205479	    -1.07483	    1.21428
Q6ZQK5  	   -0.157631	  -0.0436535	   -0.910378	    1.11166
Q6ZQL4  	    0.254269	    -1.46999	     0.72541	    0.49031
Q6ZQM8  	    -1.19241	   -0.411821	     1.17607	   0.428155
Q6ZWM4  	    0.437732	     0.42329	   0.0891929	  -0.950215
Q6ZWN5  	     1.37333	   -0.489766	   0.0900945	  -0.973654
Q6ZWQ9  	    0.137371	    -1.37272	    0.847073	   0.388279
Q6ZWR6-4	    -1.39647	   -0.250627	    0.633453	    1.01365
Q6ZWU9  	    0.179759	   -0.853622	   -0.251872	   0.925735
Q6ZWX6  	   -0.413885	    -1.18877	     0.57267	    1.02999
Q6ZWY8  	     1.50237	    0.012946	   -0.566212	    -0.9491
Q6ZWZ2  	    0.057042	    0.341024	    -1.04545	   0.647382
Q6ZWZ4  	    0.952201	    -1.05735	    0.675843	  -0.570697
Q6ZWZ6  	    0.587207	    -1.53337	    0.682088	   0.264075
Q71FD7  	     1.11084	   0.0921125	    0.179236	   -1.38219
Q75NR7  	  -0.0320314	    -1.26454	     1.30383	-0.00725208
Q76KJ5  	    0.126191	     -1.4488	    0.397099	   0.925507
Q76LS9-2	   -0.575175	   -0.885726	    0.604806	   0.856095
Q78HU3  	     1.26965	    -1.10105	   -0.356504	   0.187906
Q78IK2  	   -0.881534	    -0.14038	  -0.0234908	     1.0454
Q78IK4  	    -1.25292	    0.111299	    0.161273	   0.980352
Q78IS1  	    -1.08057	     1.17509	   -0.198927	   0.104406
Q78JE5  	   -0.119136	    -0.09844	   -0.997732	    1.21531
Q78JW9  	   -0.346643	   -0.368926	   -0.555624	    1.27119
Q78PG9  	    0.950952	    0.225147	    0.281771	   -1.45787
Q78PY7  	     0.84252	    -1.36856	  -0.0228981	   0.548939
Q78ZA7  	   -0.393909	    -1.11517	    0.583918	   0.925158
Q791V5  	   -0.747468	 0.000820283	   -0.477348	      1.224
Q792Z1  	   -0.368434	  -0.0328808	    0.384448	  0.0168663
Q7JJ13  	    0.863205	    0.637127	   -0.232865	   -1.26747
Q7M6Y3-6	    0.445409	    0.306075	    0.651933	   -1.40342
Q7M6Y3-5	   -0.610031	    -0.98661	     1.18797	   0.408671
Q7M739  	    -1.04462	   -0.369689	     0.25837	    1.15594
Q7TMB8  	  -0.0831718	    0.565455	    -1.25377	    0.77149
Q7TME2  	    0.593752	   -0.197732	    0.803102	   -1.19912
Q7TMF3  	   -0.872085	    0.533669	   -0.101001	   0.439417
Q7TMF5  	   -0.409661	   -0.991485	    0.667113	   0.734032
Q7TMK6  	    -1.22083	    -0.25943	    0.512122	   0.968137
Q7TMK9  	   -0.247989	    -1.33939	    0.469957	    1.11743
Q7TMM9  	     1.02963	   -0.286022	    -1.09065	    0.34704
Q7TMR0  	   -0.230872	   -0.723189	     1.26198	   -0.30792
Q7TMX5-2	    0.394593	    0.255703	    0.725802	    -1.3761
Q7TMY7  	    0.717204	  -0.0461161	    0.617968	   -1.28906
Q7TN29  	     0.75407	    0.353733	    0.365372	   -1.47318
Q7TND5  	     1.15582	    -0.65072	    -1.00213	   0.497025
Q7TNE3  	   -0.912705	   -0.463325	 0.000283062	    1.37575
Q7TNL7  	   -0.443289	    -1.30265	     1.16761	   0.578336
Q7TNV0  	     1.26012	    0.462059	    -1.03678	  -0.685394
Q7TPD0  	    0.297962	    0.799023	   0.0575322	   -1.15452
Q7TPM9  	     1.27019	   -0.387425	    -0.52259	  -0.360175
Q7TPN9  	     -0.7454	   -0.395049	 -0.00146759	    1.14192
Q7TPQ3-2	    0.862057	    0.737342	   -0.462566	   -1.13683
Q7TPR4  	   -0.420723	   -0.906107	    0.652318	   0.674512
Q7TPV4  	   -0.195496	    -1.48806	    0.834539	   0.849013
Q7TPW1  	   -0.868624	   -0.498198	     1.12652	   0.240299
Q7TQ95  	   -0.576932	   -0.911897	    0.458629	     1.0302
Q7TQC5-3	   -0.730635	     0.44524	    0.640942	  -0.355548
Q7TQE6  	   0.0526296	     1.11776	    -0.27961	  -0.890783
Q7TQH0-2	    0.561229	    -1.29367	    0.672557	  0.0598858
Q7TQI3  	   -0.824978	   -0.895334	    0.579391	    1.14092
Q7TQK4  	 -0.00841088	   -0.851909	    0.455481	   0.404839
Q7TSC1  	    0.358378	   -0.911399	   -0.610072	    1.16309
Q7TSE6  	    0.528584	     0.28924	    0.496797	   -1.31462
Q7TSG2  	   0.0435836	    -1.03311	  -0.0541662	    1.04369
Q7TSH2  	   -0.687582	     1.29752	   -0.293321	  -0.316614
Q7TSI3  	   -0.473028	   -0.972497	    0.558856	   0.886669
Q7TSJ2  	    0.171202	    -1.10444	    0.231462	   0.701771
Q7TSQ8  	    -1.34477	      1.1452	   0.0656187	   0.133956
Q7TSS2  	   -0.592643	   -0.684009	    0.267659	    1.00899
Q7TSV4  	   -0.384898	   -0.807341	    -0.10991	    1.30215
Q7TSZ8  	    0.532765	    0.603839	  -0.0043979	   -1.13221
Q7TT18  	    0.856906	    0.260416	   -0.129285	  -0.988037
Q7TT37  	    0.794155	    -1.25771	    0.778602	  -0.315042
Q7TT50  	   -0.769975	   0.0337109	     1.27421	  -0.537944
Q80SW1  	    0.415775	    -1.11066	   -0.571453	    1.26634
Q99JV5  	    0.497622	     1.16776	    -1.15684	  -0.508539
Q80SY5  	   -0.153921	   -0.178672	    0.721686	  -0.389094
Q80T06  	    0.618339	    -1.42965	    0.035466	   0.775842
Q80TA6  	  -0.0577067	    0.903524	    -1.19307	   0.347257
Q80TE0  	     -1.1908	  -0.0867783	    0.157918	    1.11966
Q80TH2-1	     -1.2253	     1.07098	    0.210128	 -0.0558141
Q80TM9  	      0.1929	   -0.636479	     1.05269	  -0.609116
Q80TN5  	    0.210255	    -1.09496	    0.650563	   0.234142
Q80TR8-4	    0.642171	   -0.721602	    0.453516	  -0.374085
Q80U35  	     0.57076	    0.112941	    0.463044	   -1.14674
Q80U44  	    0.798525	     1.02102	   -0.894551	  -0.924995
Q80U49  	    0.749167	    0.901789	   -0.779673	  -0.871283
Q80U72  	    0.642155	     1.11775	   -0.790138	  -0.969767
Q80U78-2	     1.36072	   -0.480872	    -0.27795	  -0.601894
Q80U93  	   -0.105656	    -1.34207	     0.48057	   0.967158
Q80U95  	    0.400743	    -1.23035	    0.620945	   0.208657
Q80UJ7  	     -1.4819	    0.197587	    0.337478	   0.946835
Q80UK0  	    0.591436	    0.648558	  -0.0181425	   -1.22185
Q80UN9  	    -1.15285	    0.277361	    0.570525	   0.304967
Q80UU9  	   -0.241475	   -0.617073	   -0.311299	    1.16985
Q80UW2  	    0.256343	     1.17277	    -1.37628	 -0.0528296
Q80UW5  	   -0.701384	    0.871316	    0.311271	  -0.481203
Q80UW8  	    0.233707	   -0.176581	    0.888547	  -0.945673
Q80UY1  	    0.865119	   -0.820456	    0.628962	  -0.673624
Q80UZ2-2	    0.360288	    -1.47791	    0.517566	   0.600061
Q80V62  	   -0.205889	     1.08707	    0.383445	   -1.26463
Q80V76  	     0.86812	    0.537822	   -0.620728	  -0.785214
Q80V94  	    0.276999	    0.453341	    0.755127	   -1.48547
Q80VA0-2	     1.36227	   -0.945626	    0.161152	  -0.577798
Q80VI1  	   -0.168088	   -0.743636	    0.620304	   0.291421
Q80VJ3  	   -0.684445	   -0.812408	    0.220204	    1.27665
Q80VP1  	  -0.0177026	   0.0829407	    0.810156	  -0.875394
Q80VY9  	   -0.103996	    -1.00876	    0.787579	   0.325181
Q80W47  	    0.370759	    -1.44782	    0.582547	   0.494516
Q80W54  	     1.05092	   -0.550554	   -0.306467	  -0.193902
Q80W68  	    -0.78985	   -0.234186	   -0.425753	    1.44979
Q80WE4-3	    0.782586	    0.639448	    0.120403	   -1.54244
Q80WJ7  	    -0.70412	   -0.819046	   0.0669673	     1.4562
Q80WQ2  	     -1.5215	    0.315009	    0.368161	   0.838332
Q80WS3  	    0.100001	    0.618714	    0.655744	   -1.37446
Q80X41-5	    0.998763	    0.107881	   -0.488563	  -0.618081
Q80X71  	    0.178184	    0.297718	   -0.850816	   0.374915
Q80X73  	    0.418568	    0.620872	    -1.30272	   0.263278
Q80X85  	    -0.90565	   -0.317874	  -0.0855699	    1.30909
Q80X90  	   -0.282969	   -0.971521	    0.242927	    1.01156
Q80X98  	    0.684967	    -1.11309	  -0.0722516	    0.50037
Q80XC2  	    0.101648	   -0.901609	     1.24065	  -0.440687
Q80XI3-2	   -0.429542	   -0.579529	    0.273038	   0.736032
Q80XK6  	   -0.348048	    -1.18965	    0.640578	   0.897116
Q80XQ2  	   -0.689822	    0.348796	   -0.761208	    1.10223
Q80XU3  	  0.00515499	   -0.982774	    -0.42035	    1.39797
Q80Y14  	    0.535838	   -0.841901	   -0.266343	   0.572406
Q80Y17  	    0.895542	    0.540781	   -0.176019	    -1.2603
Q80Y32  	   -0.301843	   -0.827569	    0.318692	   0.810719
Q80Y44  	   -0.374118	    -1.30821	    0.882976	   0.799351
Q80Y81-2	  -0.0717702	    -1.50324	    0.781227	   0.793786
Q80Y98  	    -1.19304	  -0.0531914	     0.43469	   0.811539
Q80YD1  	   -0.672765	   -0.783344	    0.511408	   0.944701
Q80YQ2  	   -0.333049	   -0.341647	  -0.0180566	   0.692753
Q80YQ8  	   -0.775951	    0.765224	   -0.665962	   0.676689
Q80YR4-3	   -0.637439	   -0.703611	    0.172621	    1.16843
Q80YR5  	   0.0719829	   -0.670662	   -0.725441	    1.32412
Q80YT7-2	    -0.72423	    -0.67359	    0.982705	   0.415115
Q80YV4-2	    -1.22284	   -0.258382	    0.624406	   0.856812
Q80Z19  	   0.0745208	   -0.250966	    0.817435	   -0.64099
Q80Z60-3	    0.346131	   -0.130812	    0.804855	   -1.02017
Q80ZI6  	   0.0398588	   -0.578009	     1.06667	  -0.528522
Q80ZM5  	    0.856564	    0.815391	    -1.36665	  -0.305301
Q80ZQ9  	   -0.163398	   -0.847666	   -0.173287	    1.18435
Q80ZS3  	    -1.09583	   -0.680121	     0.77988	   0.996069
Q810A3  	    0.385977	    0.183199	    0.831493	   -1.40067
Q810B6  	    0.801831	    -0.18576	    -1.08127	   0.465196
Q810D6  	     1.11917	    -1.16327	    0.476978	   -0.43288
Q810J8  	    -1.37341	   -0.118355	    0.650586	   0.841181
Q810Q5  	    -1.63275	    0.615014	     0.46226	   0.555479
Q810V0  	  -0.0703602	     -1.3311	     1.11224	   0.289226
Q811J3  	     0.44347	     1.03677	   -0.287139	    -1.1931
Q811S7-2	   -0.328474	    0.188032	   -0.481506	   0.621947
Q811U4  	    0.201252	   -0.942163	    0.320701	    0.42021
Q8BFP9  	   -0.850482	     1.04395	    0.049257	  -0.242722
Q8BFQ4  	   -0.241663	    0.985847	   -0.553461	  -0.190723
Q8BFQ8  	    0.575556	    0.308756	   -0.881997	-0.00231414
Q8BFR4  	     -1.2065	  -0.0171336	   -0.136133	    1.35976
Q8BFR5  	   -0.888991	   -0.212122	   -0.410353	    1.51147
Q8BFR6  	   -0.228063	   -0.959834	   -0.202091	    1.38999
Q8BFV3  	     1.29066	    0.185413	   -0.455333	   -1.02073
Q8BFW7  	    0.542436	   -0.867828	    0.701508	  -0.376116
Q8BFY9-2	    0.379921	    -1.57345	    0.378632	   0.814899
Q8BFZ9  	   -0.886702	    -0.83138	    0.703958	    1.01412
Q8BG05  	    -0.97878	   -0.403309	    0.605688	   0.776401
Q8BG15-2	    0.430754	   -0.176952	    0.370188	   -0.62399
Q8BG17  	    0.511564	   -0.988622	   -0.234886	   0.711943
Q8BG32  	    0.211418	   -0.723411	   -0.138191	   0.650184
Q8BG40  	   -0.655375	   -0.742642	    0.547348	   0.850669
Q8BG46  	    0.934967	   -0.337302	    0.019457	  -0.617122
Q8BG51  	    0.088793	   -0.741655	   -0.705585	    1.35845
Q8BG60-2	   -0.417038	     1.25029	   -0.461016	  -0.372236
Q8BG67  	   -0.111908	    0.910269	   -0.492771	  -0.305589
Q8BG81  	    0.792817	    0.835603	    -1.09879	   -0.52963
Q8BG94  	    0.863251	    -1.57606	    0.120533	   0.592275
Q8BGA5  	   -0.968131	   -0.846756	     0.82953	   0.985357
Q8BGB7-2	    0.939815	   -0.565122	   -0.344524	 -0.0301697
Q8BGC0  	   -0.996415	    0.146009	    0.104361	   0.746045
Q8BGC4  	    -1.47887	    0.283837	   0.0739485	    1.12109
Q8BGD9  	  -0.0570886	     -1.2808	    0.884044	   0.453843
Q8BGE6  	     1.19816	   -0.511118	    0.453166	   -1.14021
Q8BGF3  	  -0.0986988	    -1.20199	   0.0966898	      1.204
Q8BGH2  	   -0.249639	   -0.523159	    -0.52392	    1.29672
Q8BGJ5  	   -0.406225	    -1.05112	    0.148749	     1.3086
Q8BGK6  	   0.0940049	    -1.03123	   -0.477618	    1.41484
Q8BGM4  	   -0.415646	     1.26329	    -1.19506	   0.347417
Q8BGP6  	   -0.153925	   -0.921335	    0.625473	   0.449787
Q8BGQ7  	   -0.916955	    -0.99947	    0.828834	    1.08759
Q8BGS0-2	    0.556271	      -1.585	    0.514005	   0.514725
Q8BGS2  	     1.08027	   -0.944649	    0.029634	  -0.165258
Q8BGS7-2	   -0.124826	    -1.24852	    0.162843	     1.2105
Q8BGT5  	    -1.06232	    -0.80526	    0.908815	    0.95876
Q8BGT7  	     1.08076	   -0.890008	   -0.260148	   0.069399
Q8BGU5-2	   -0.979984	    0.910312	   -0.107791	   0.177463
Q8BGV0  	   -0.474393	   -0.489574	    0.239246	   0.724721
Q8BGW1  	     1.00354	    0.795569	   -0.935595	  -0.863512
Q8BGX2  	    0.837202	   -0.960854	   -0.117329	   0.240981
Q8BGZ4  	     1.20388	    0.488245	   -0.829074	  -0.863054
Q8BH02  	    0.775379	    0.814253	   -0.872146	  -0.717486
Q8BH04  	     -1.4832	   -0.217577	    0.740356	   0.960418
Q8BH43  	    0.203573	    0.438134	   -0.806024	   0.164317
Q8BH55  	   -0.193781	    0.447881	    -1.26363	    1.00953
Q8BH58  	   -0.414637	    0.724892	    0.844804	   -1.15506
Q8BH64  	    0.636609	     1.17721	    -1.10163	  -0.712185
Q8BH69  	    0.324458	    0.923826	   -0.408355	   -0.83993
Q8BH74  	     1.39357	   -0.742852	   -0.478554	   -0.17216
Q8BH76  	   -0.173397	    0.382517	    -0.80119	   0.592071
Q8BH79-2	    -1.23601	   0.0573442	    0.187224	   0.991446
Q9QY76  	    0.641312	    -0.11915	    -1.24052	   0.718353
Q8BH93  	     1.38484	    -1.03008	   -0.272012	 -0.0827488
Q8BH95  	    -1.21787	   -0.328592	    0.130558	     1.4159
Q8BHA3  	    -1.26574	   0.0133571	     1.01473	   0.237648
Q8BHB4  	   0.0783414	    -1.51275	    0.713009	   0.721395
Q8BHC4  	    -1.23223	    0.327852	     1.11647	  -0.212092
Q8BHC7  	   -0.848929	   -0.897134	     0.37283	    1.37323
Q8BHE0  	  -0.0954311	    0.318033	    0.610766	  -0.833369
Q8BHE8  	     0.36681	   -0.962922	  -0.0516721	   0.647784
Q8BHI7  	     1.05143	    0.126612	   -0.958131	  -0.219914
Q8BHJ5  	    0.708593	    0.831093	     -1.1639	  -0.375784
Q8BHK9  	    0.730668	    0.433213	    0.335191	   -1.49907
Q8BHL3  	     0.89209	    0.243082	    -0.77285	  -0.362322
Q8BHL5-2	    0.127297	    0.994288	    -1.27127	   0.149684
Q8BHN1  	   -0.948812	    0.467369	   -0.772385	    1.25383
Q8BHN3-2	   0.0417092	    -1.35468	    0.581742	   0.731228
Q8BHN7-2	     1.27535	   -0.097823	   -0.232932	  -0.944598
Q8BHX1  	    -1.53699	    0.374475	    0.638321	   0.524197
Q8BHX3  	     1.01157	-0.000129429	    0.255408	   -1.26685
Q8BHY2  	    0.294775	    -1.57468	    0.790818	   0.489085
Q8BHZ4  	   -0.608191	   -0.644606	    0.893728	    0.35907
Q8BI72  	   -0.648941	   -0.665265	  -0.0608572	    1.37506
Q8BI84  	    0.477039	   -0.214405	    -1.14597	   0.883334
Q8BIA4  	    0.580427	    0.631184	     0.14233	   -1.35394
Q8BIG4  	     1.22506	    0.416577	   -0.688819	  -0.952822
Q8BIG7  	    -1.30734	   -0.225551	      1.0707	   0.462196
Q8BIJ6  	    -1.41048	  -0.0357416	    0.403308	    1.04291
Q8BIJ7  	   -0.601201	   -0.555493	    0.319302	   0.837392
Q8BIQ5  	   -0.561079	    -1.00817	    0.304837	    1.26441
Q8BIW1  	   0.0652375	    -1.12713	    0.363173	   0.698715
Q8BIW9  	       1.286	  -0.0449687	   -0.433902	  -0.807134
Q8BJ03-2	   -0.990969	   -0.118795	    0.585216	   0.524548
Q8BJ34-3	    0.748096	   -0.310155	    0.478779	   -0.91672
Q8BJ56-3	   -0.907349	   -0.900276	     0.48148	    1.32615
Q8BJ71  	     1.47088	   -0.558952	   -0.384863	  -0.527068
Q8BJL0  	 -0.00164959	  -0.0794708	   -0.807073	   0.888194
Q8BJM7  	   0.0840187	   -0.956199	    0.244494	   0.627686
Q8BJS4-3	    0.347027	     1.13512	    -1.36831	  -0.113836
Q8BJU9  	    0.248145	    0.576681	    0.586062	   -1.41089
Q8BJW5  	    0.173113	    -1.12904	    0.942501	  0.0134222
Q8BJW6  	     1.11321	    -1.28527	  -0.0800723	   0.252136
Q8BJY1  	   0.0443299	     -1.4041	    0.255878	    1.10389
Q8BJZ4  	   -0.827213	   -0.563101	    0.332221	    1.05809
Q8BK35  	     1.43024	    -1.04494	   -0.382106	-0.00319918
Q8BK64  	    0.288705	    -1.40695	    0.454149	     0.6641
Q8BK67  	   -0.656234	    -1.15276	    0.732264	    1.07673
Q8BK72  	   -0.425035	    -0.67729	   -0.233435	    1.33576
Q8BK75  	    0.204478	   -0.417301	   -0.724709	   0.937532
Q8BKC5  	    0.601439	    -1.37624	    0.926974	  -0.152169
Q8BKE6  	    -0.99901	    0.132093	   -0.288764	    1.15568
Q8BKF1  	    0.507123	   0.0824316	     0.73095	    -1.3205
Q8BKG3  	    0.970481	    0.713087	    -1.23153	   -0.45204
Q8BKL6  	    -1.04197	     1.04607	    0.512468	  -0.516566
Q8BKS9  	   0.0444153	    -1.52697	    0.594739	   0.887815
Q8BKT8  	    0.781982	   -0.464197	   -0.509628	   0.191842
Q8BKW4-2	    -0.18053	     -1.2875	     0.88321	   0.584816
Q8BKY8  	   -0.582878	   -0.225426	    0.922482	  -0.114178
Q8BKZ9  	   -0.368792	   -0.414223	  -0.0321201	   0.815135
Q8BL48-2	   -0.571052	     0.93646	    0.362587	  -0.727995
Q8BL66  	    -0.39555	     -1.1901	      0.4079	    1.17774
Q8BL95  	   0.0887923	   0.0421183	    0.937704	   -1.06861
Q8BL97-3	    -0.83132	   -0.928934	    0.838999	   0.921255
Q8BLF1  	    -1.19365	   -0.665869	    0.850986	    1.00854
Q8BLH7  	    0.604027	    0.481802	   -0.538604	  -0.547224
Q8BLN5  	    0.182289	     1.23991	    -1.46258	  0.0403778
Q8BLR9  	    0.610068	    0.288144	    -1.32217	    0.42396
Q8BLY2  	    0.992442	    0.635572	   -0.782254	   -0.84576
Q8BM55  	     1.12303	   -0.168674	   -0.236728	  -0.717632
Q8BM72  	    0.741211	    0.633138	    -1.05974	  -0.314609
